"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.csv?datainfo&rowcount&base_name=cetacea&taxon_reso=species"
"Access Time","Thu 2017-02-02 00:26:29 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","cetacea"
"","idreso","species"
"","timerule","major"
"","taxon_status","all"
"Elapsed Time","0.112"
"Records Found","1922"
"Records Returned","1922"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"504668","occ","","","51310","Megaptera cf. novaeangliae","species","70685","","Megaptera novaeangliae","species","64491","Holocene","","0.0117","0","13662"
"506321","occ","18323","","51393","n. gen. Janjucetus n. sp. hunderi","species","84035","","Janjucetus hunderi","species","84035","Chattian","","28.1","23.03","18292"
"506323","occ","","","48647","n. gen. Mammalodon n. sp. colliveri","species","63222","","Mammalodon colliveri","species","63222","Chattian","","28.1","23.03","12091"
"508161","occ","","","51589","n. gen. Anoplonassa n. sp. forcipata","species","64443","","Anoplonassa forcipata","species","64443","Pliocene","Pleistocene","5.333","0.0117","13724"
"508628","occ","","","51680","n. gen. Eurhinodelphis n. sp. cocheteuxi","species","64595","","Eurhinodelphis cocheteuxi","species","64595","Langhian","Serravallian","15.97","11.62","12761"
"508691","occ","","","51685","Eurhinodelphis cocheteuxi","species","64595","","Eurhinodelphis cocheteuxi","species","64595","Langhian","Serravallian","15.97","11.62","13748"
"513622","occ","","","44089","n. gen. Idiocetus n. sp. guicciardinii","species","64462","","Idiocetus guicciardinii","species","64462","Villanyian","","3.2","2.588","12642"
"513646","occ","","","52048","Balaena n. sp. pampaea","species","64591","","Balaena pampaea","species","64591","Calabrian","","1.806","0.781","12759"
"513647","occ","","","52048","n. gen. Notiocetus n. sp. romerianus","species","64592","","Notiocetus romerianus","species","64592","Calabrian","","1.806","0.781","12759"
"513648","occ","","","52049","n. gen. Amphicetus n. sp. later","species","64451","","Amphicetus later","species","64451","Tortonian","","11.62","7.246","12641"
"513649","occ","","","52050","n. gen. Cephalotropis n. sp. coronatus","species","63979","","Cephalotropis coronatus","species","63979","Tortonian","","11.62","7.246","12327"
"513724","occ","","","34521","Isocetus depauwii","species","64869","corrected to","Isocetus depauwi","species","64869","Tortonian","","11.62","7.246","12641"
"513753","occ","","","52061","Zeuglodon n. sp. vasconum","species","63138","recombined as","Phococetus vasconum","species","63138","Rupelian","","33.9","28.1","15093"
"513754","occ","","","49684","n. gen. Anacharsis n. sp. orbus","species","63922","","Anacharsis orbus","species","63922","Sarmatian","","12.7","11.608","13951"
"513755","occ","13266","","52062","n. gen. Astadelphis gastaldii","species","95850","","Astadelphis gastaldii","species","63833","Piacenzian","","3.6","2.588","12278"
"513756","occ","28510","","52063","Astadelphis gastaldii","species","95850","","Astadelphis gastaldii","species","63833","Zanclean","Piacenzian","5.333","2.588","46337"
"513757","occ","","","52064","Stenella giulii","species","63825","recombined as","Etruridelphis giulii","species","63824","Pliocene","","5.333","2.588","12278"
"513759","occ","","","52066","n. gen. Hemisyntrachelus n. sp. cortesii","species","63827","","Hemisyntrachelus cortesii","species","64535","Pliocene","","5.333","2.588","12278"
"513760","occ","","","52067","Orcinus citoniensis","species","63830","","Orcinus citoniensis","species","67992","Pliocene","","5.333","2.588","12278"
"513761","occ","","","52068","n. gen. Sinanodelphis n. sp. izumidaensis","species","63967","","Sinanodelphis izumidaensis","species","63967","Langhian","","15.97","13.82","12317"
"513817","occ","","","45485","n. gen. Lomacetus n. sp. ginsburgi","species","64584","","Lomacetus ginsburgi","species","64584","Tortonian","","11.62","7.246","12756"
"513818","occ","","","45486","n. gen. Brachydelphis n. sp. mazeasi","species","64569","","Brachydelphis mazeasi","species","64569","Tortonian","","11.62","7.246","11895"
"513826","occ","","","52073","n. gen. Heterodelphis n. sp. klinderi","species","64583","","Heterodelphis klinderi","species","64583","Tortonian","","11.62","7.246","12127"
"513827","occ","","","48029","n. gen. Pachyacanthus n. sp. suessii","species","64470","","Pachyacanthus suessii","species","64470","Langhian","","15.97","13.82","12127"
"513838","occ","","","13522","n. gen. Ischyrorhynchus n. sp. vanbenedeni","species","63859","","Ischyrorhynchus vanbenedeni","species","63859","Tortonian","","11.62","7.246","12759"
"513839","occ","","","13522","Saurocetes n. sp. obliquus","species","63864","subjective synonym of","Saurocetes argentinus","species","63503","Tortonian","","11.62","7.246","12759"
"513848","occ","","","52075","n. gen. Proinia n. sp. patagonica","species","64675","subjective synonym of","Prosqualodon australis","species","58388","Early Miocene","","23.03","15.97","12777"
"513849","occ","","","13522","n. gen. Saurocetes n. sp. argentinus","species","63503","","Saurocetes argentinus","species","63503","Tortonian","","11.62","7.246","12145"
"513904","occ","","","45886","Physodon n. sp. patagonicus","species","64484","recombined as","Idiorophus patagonicus","species","64484","Burdigalian","","20.44","15.97","12338"
"514351","occ","31116","","52111","Cephalotropis cf. coronatus","species","63979","","Cephalotropis coronatus","species","63979","Tortonian","","11.62","7.246","55050"
"515488","occ","24367","","52185","Nannocetus eremus","species","62941","","Nannocetus eremus","species","62941","Tortonian","","11.62","7.246","26217"
"515986","occ","","","52216","Scaldicetus cf. grandis","species","64646","","Scaldicetus grandis","species","64626","Tortonian","","11.62","7.246","6029"
"516021","occ","","","52219","Scaldicetus cf. grandis","species","64646","","Scaldicetus grandis","species","64626","Piacenzian","","3.6","2.588","6029"
"518071","occ","","","48093","Lagenorhynchus acutus","species","63821","recombined as","Leucopleurus acutus","species","102679","Gelasian","","2.588","1.806","14141"
"518073","occ","","","52584","Stenodelphis n. sp. sternbergi","species","67003","recombined as","Parapontoporia sternbergi","species","67003","Piacenzian","","3.6","2.588","14143"
"518406","occ","","","52644","Pontoporia blainvillei","species","63541","recombined as","Pontoporia blainvillii","species","68423","Calabrian","","1.806","0.781","14149"
"520936","occ","","","28039","Delphinus aff. delphis","species","64534","","Delphinus delphis","species","64534","Waipipian","","3.6","3","14399"
"522078","occ","","","53672","n. gen. Tagicetus n. sp. joneti","species","67730","","Tagicetus joneti","species","67730","Serravallian","","13.82","11.62","14477"
"522085","occ","","","53679","Xiphiacetus cristatus","species","67733","","Xiphiacetus cristatus","species","64644","Langhian","Serravallian","15.97","11.62","14479"
"527949","occ","","","53894","n. gen. Praemegaptera n. sp. pampauensis","species","67787","","Praemegaptera pampauensis","species","67787","Serravallian","","13.82","11.62","14516"
"527955","occ","","","53897","Delphinapterus leucas","species","65078","","Delphinapterus leucas","species","64545","Calabrian","","1.806","0.781","14519"
"528201","occ","","","53928","Balaena n. sp. montalionis","species","68458","","Balaena montalionis","species","68458","Piacenzian","","3.6","2.588","14543"
"528202","occ","","","53929","Choneziphius planirostris","species","63618","","Choneziphius planirostris","species","67993","Miocene","Pliocene","23.03","2.588","14544"
"528203","occ","","","53930","Tursiops cortesii","species","63826","recombined as","Hemisyntrachelus cortesii","species","64535","Miocene","Pliocene","23.03","2.588","14545"
"529513","occ","","","54099","Orca n. sp. citoniensis","species","67992","recombined as","Orcinus citoniensis","species","67992","Piacenzian","","3.6","2.588","14619"
"529516","occ","","","54102","Ziphius planirostris","species","67993","recombined as","Choneziphius planirostris","species","67993","Pliocene","","5.333","2.588","14620"
"530046","occ","","","13626","Delphinus n. sp. rectifrons","species","63868","recombined as","Pontistes rectifrons","species","63868","Tortonian","","11.62","7.246","14629"
"530139","occ","","","54124","Mesocetus aff. agrami","species","69125","","Mesocetus agrami","species","69125","Tortonian","","11.62","7.246","14630"
"530140","occ","","","54125","Mesocetus aff. agrami","species","69125","","Mesocetus agrami","species","69125","Tortonian","","11.62","7.246","14630"
"530141","occ","","","54126","Mesocetus aff. agrami","species","69125","","Mesocetus agrami","species","69125","Tortonian","","11.62","7.246","14630"
"530142","occ","","","54127","Mesocetus aff. agrami","species","69125","","Mesocetus agrami","species","69125","Tortonian","","11.62","7.246","14630"
"530156","occ","","","54129","Delphinus delphis","species","64534","","Delphinus delphis","species","64534","Holocene","","0.0117","0","14632"
"530157","occ","","","54129","Tursiops truncatus","species","64472","","Tursiops truncatus","species","102834","Holocene","","0.0117","0","14632"
"530158","occ","","","54129","Pseudorca crassidens","species","64544","","Pseudorca crassidens","species","64543","Holocene","","0.0117","0","14632"
"530159","occ","","","54129","Globicephala macrorhynchus","species","69995","","Globicephala macrorhynchus","species","69994","Holocene","","0.0117","0","14632"
"530160","occ","","","54129","Grampus griseus","species","63557","","Grampus griseus","species","63556","Holocene","","0.0117","0","14632"
"530203","occ","","","54136","Nannolithax cf. gracilis","species","63844","","Nannolithax gracilis","species","63844","Serravallian","Tortonian","13.82","7.246","14634"
"530293","occ","","","54157","Tursiops cortesii","species","63826","recombined as","Hemisyntrachelus cortesii","species","64535","Pliocene","","5.333","2.588","14642"
"530482","occ","21246","","54181","Megaptera novaeangliae","species","70685","","Megaptera novaeangliae","species","64491","Calabrian","","1.806","0.781","29033"
"530521","occ","","","54185","Ziphius cavirostris","species","64703","","Ziphius cavirostris","species","64703","Pliocene","Pleistocene","5.333","0.0117","14660"
"534077","occ","","","55251","Zygorhiza kochii","species","53292","","Zygorhiza kochii","species","63069","Priabonian","","38","33.9","14727"
"534982","occ","","","55356","n. gen. Haborophocoena n. sp. toyoshimai","species","68162","","Haborophocoena toyoshimai","species","68162","Zanclean","","5.333","3.6","14859"
"535228","occ","","","55394","Placoziphius duboisii","species","64465","","Placoziphius duboisii","species","64465","Langhian","","15.97","13.82","14893"
"535229","occ","","","55395","Paracetus n. sp. mediatlanticus","species","64003","recombined as","Aulophyseter mediatlanticus","species","64003","Tortonian","","11.62","7.246","12331"
"535318","occ","","","55396","Orycterocetus crocodilinus","species","68215","","Orycterocetus crocodilinus","species","68215","Langhian","","15.97","13.82","12189"
"535319","occ","29759","","55396","Balaenoptera ? cephalus","species","65766","","Balaenoptera cephalus","species","65764","Langhian","","15.97","13.82","25325"
"536116","occ","","","55451","Grampus griseus","species","63557","","Grampus griseus","species","63556","Neogene","","23.03","2.588","14950"
"536128","occ","","","55454","Balaenoptera cuvierii","species","68448","recombined as","Protororqualus cuvieri","species","68447","Sarmatian","","12.7","11.608","14958"
"536141","occ","21247","","54181","Eubalaena australis","species","67679","","Eubalaena australis","species","67676","Calabrian","","1.806","0.781","29033"
"536142","occ","28873","","54181","Balaenoptera musculus","species","70697","","Balaenoptera musculus","species","70696","Calabrian","","1.806","0.781","47553"
"536556","occ","","","45493","Squalodon n. sp. calvertensis","species","68288","","Squalodon calvertensis","species","68288","Burdigalian","","20.44","15.97","6031"
"536563","occ","","","55520","Squalodon n. sp. tiedemani","species","68351","","Squalodon tiedemani","species","68351","Early Miocene","","23.03","15.97","14985"
"536654","occ","","","55533","Delphinus delphis","species","64534","","Delphinus delphis","species","64534","Holocene","","0.0117","0","14999"
"536655","occ","","","55533","Tursiops truncatus","species","64472","","Tursiops truncatus","species","102834","Holocene","","0.0117","0","14999"
"536656","occ","","","55533","Phocoena phocoena","species","63544","","Phocoena phocoena","species","63543","Holocene","","0.0117","0","14999"
"536684","occ","","","55542","Tursiops capellinii","species","71644","","Tursiops capellinii","species","71644","Piacenzian","","3.6","2.588","15006"
"536802","occ","","","42060","Schizodelphis aff. sulcatus","species","63690","","Schizodelphis sulcatus","species","63687","Middle Miocene","","15.97","11.608","15013"
"536811","occ","","","55597","Scaldicetus grandis","species","64646","","Scaldicetus grandis","species","64626","Miocene","","23.03","5.333","15014"
"536843","occ","","","55599","Pontistes rectifrons","species","63869","","Pontistes rectifrons","species","63868","Serravallian","","13.82","11.62","15016"
"537137","occ","","","55660","Balaenoptera cf. borealis","species","70692","","Balaenoptera borealis","species","70692","Middle Miocene","","15.97","11.608","15030"
"537343","occ","","","52183","Tiphyocetus temblorensis","species","63836","","Tiphyocetus temblorensis","species","63836","Langhian","","15.97","13.82","15034"
"537345","occ","","","55689","Basilosaurus cetoides","species","53153","","Basilosaurus cetoides","species","63132","Priabonian","","38","33.9","15036"
"537422","occ","","","55701","Balaenoptera davidsonii","species","68435","","Balaenoptera davidsonii","species","68434","Piacenzian","","3.6","2.588","15042"
"537893","occ","","","55759","Hemisyntrachelus cortesii","species","63827","","Hemisyntrachelus cortesii","species","64535","Piacenzian","","3.6","2.588","15062"
"538089","occ","","","45500","n. gen. Saurocetus n. sp. gibbesii","species","63450","","Saurocetus gibbesii","species","63450","Rupelian","","33.9","28.1","15077"
"538313","occ","","","55868","Basilosaurus cetoides","species","53153","","Basilosaurus cetoides","species","63132","Priabonian","","38","33.9","15087"
"538389","occ","","","52152","Scaldicetus grandis","species","64646","","Scaldicetus grandis","species","64626","Burdigalian","Messinian","20.44","5.333","15247"
"538391","occ","","","47428","Balaenula balaenopsis","species","64444","","Balaenula balaenopsis","species","68973","Piacenzian","","3.6","2.588","15089"
"538422","occ","","","55920","aff. Delphinodon dividum","species","68939","","Delphinodon dividum","species","68939","Middle Miocene","","15.97","11.608","15097"
"538423","occ","13839","","55921","Kentriodon n. sp. hobetsu","species","68493","","Kentriodon hobetsu","species","68493","Middle Miocene","","15.97","11.608","15098"
"540295","occ","","","56380","Eubalaena glacialis","species","80716","","Eubalaena glacialis","species","81899","Holocene","","0.0117","0","15190"
"540501","occ","","","56462","Mesocetus n. sp. hungaricus","species","68704","","Mesocetus hungaricus","species","68704","Serravallian","","13.82","11.62","15203"
"540939","occ","","","28981","n. gen. Makracetus n. sp. bidens","species","68779","obsolete variant of","Makaracetus bidens","species","68779","Lutetian","","47.8","41.3","15226"
"541031","occ","","","56562","Pomatodelphis stenorhynchus","species","96908","","Pomatodelphis stenorhynchus","species","69729","Burdigalian","","20.44","15.97","15322"
"541063","occ","","","56563","Acrodelphis fuchsii","species","65726","recombined as","Kentriodon fuchsii","species","65723","Late Miocene","","11.608","5.333","15232"
"541064","occ","","","56563","Eurhinodelphis aff. longirostris","species","69732","","Eurhinodelphis longirostris","species","69732","Late Miocene","","11.608","5.333","15232"
"541068","occ","","","56563","Physeterula dubusii","species","64464","corrected to","Physeterula dubusi","species","64464","Late Miocene","","11.608","5.333","15232"
"541107","occ","","","55600","Saurodelphis n. sp. gigas","species","68788","recombined as","Saurocetes gigas","species","68788","Huayquerian","","9","6.8","15233"
"541354","occ","","","56640","Delphinus delphis","species","64534","","Delphinus delphis","species","64534","Pliocene","","5.333","2.588","15246"
"541721","occ","","","56685","Delphinus n. sp. pseudodelphis","species","129687","subjective synonym of","Schizodelphis sulcatus","species","63687","Middle Miocene","","15.97","11.608","51871"
"541722","occ","","","56685","Delphinus dationum","species","126814","subjective synonym of","Schizodelphis sulcatus","species","63687","Middle Miocene","","15.97","11.608","15266"
"541861","occ","","","56694","Heterodelphis n. sp. leiodontus","species","96912","","Heterodelphis leiodontus","species","96912","Serravallian","","13.82","11.62","15276"
"541862","occ","","","47187","Schizodelphis n. sp. squalodontoides","species","68814","","Schizodelphis squalodontoides","species","68814","Burdigalian","","20.44","15.97","15279"
"544466","occ","","","45493","Delphinodon n. sp. dividum","species","68939","","Delphinodon dividum","species","68939","Burdigalian","","20.44","15.97","15347"
"544521","occ","20635","","56957","Diorocetus n. sp. shobarensis","species","123007","","Diorocetus shobarensis","species","123007","Burdigalian","Langhian","20.44","13.82","27261"
"545023","occ","","","46083","Odobenocetops n. sp. leptodon","species","69030","","Odobenocetops leptodon","species","69030","Messinian","","7.246","5.333","15397"
"545024","occ","","","13079","Odobenocetops leptodon","species","69030","","Odobenocetops leptodon","species","69030","Messinian","","7.246","5.333","15397"
"545057","occ","","","57052","Aetiocetus cf. cotylalveus","species","63473","","Aetiocetus cotylalveus","species","63473","Chattian","","28.1","23.03","15402"
"545058","occ","","","57053","Aetiocetus cf. cotylalveus","species","63473","","Aetiocetus cotylalveus","species","63473","Chattian","","28.1","23.03","15403"
"545059","occ","","","57054","Aetiocetus cf. cotylalveus","species","63473","","Aetiocetus cotylalveus","species","63473","Chattian","","28.1","23.03","15403"
"545064","occ","15676","","57058","n. gen. Arimidelphis n. sp. sorbinii","species","70033","","Arimidelphis sorbinii","species","70033","Piacenzian","Gelasian","3.6","1.806","15589"
"545076","occ","","","57060","Schizodelphis sulcatus","species","63690","","Schizodelphis sulcatus","species","63687","Aquitanian","","23.03","20.44","15409"
"545077","occ","","","45485","Balaenoptera n. sp. siberi","species","69078","","Balaenoptera siberi","species","69078","Tortonian","","11.62","7.246","15412"
"545300","occ","","","57111","Kentriodon pernix","species","64433","","Kentriodon pernix","species","64433","Langhian","","15.97","13.82","15419"
"545368","occ","","","57122","Basilosaurus cetoides","species","53153","","Basilosaurus cetoides","species","63132","Priabonian","","38","33.9","15425"
"545665","occ","","","45502","Priscodelphinus n. sp. crassangulum","species","69109","recombined as","Zarhachis crassangulum","species","69109","Langhian","","15.97","13.82","15442"
"545714","occ","","","47125","Scaldicetus n. sp. degiorgii","species","69126","","Scaldicetus degiorgii","species","69126","Burdigalian","Messinian","20.44","5.333","15447"
"545716","occ","","","57136","Mesoplodon longirostris","species","64853","","Mesoplodon longirostris","species","64852","Middle Miocene","","15.97","11.608","15449"
"545719","occ","","","57138","Hoplocetus crassidens","species","64696","","Hoplocetus crassidens","species","64696","Pliocene","","5.333","2.588","15444"
"545722","occ","","","57138","Dioplodon becanii","species","64743","subjective synonym of","Mesoplodon longirostris","species","64852","Pliocene","","5.333","2.588","15444"
"545723","occ","","","57138","Choneziphius (Ziphius) planirostris","species","63618","recombined as","Choneziphius planirostris","species","67993","Pliocene","","5.333","2.588","15444"
"545725","occ","","","57138","Plesiocetus burtinii","species","69124","recombined as","Aglaocetus burtinii","species","69124","Pliocene","","5.333","2.588","15444"
"546025","occ","","","57177","Globicephalus n. sp. baereckeii","species","69230","subjective synonym of","Globicephala macrorhynchus","species","69994","Calabrian","","1.806","0.781","15425"
"557225","occ","","","57700","Diorocetus hiatus","species","62951","","Diorocetus hiatus","species","62951","Langhian","","15.97","13.82","15522"
"557245","occ","","","57700","n. gen. Eobalaenoptera n. sp. harrisoni","species","69579","","Eobalaenoptera harrisoni","species","69579","Langhian","","15.97","13.82","15522"
"557349","occ","","","46083","Balaenoptera siberi","species","69078","","Balaenoptera siberi","species","69078","Messinian","","7.246","5.333","15521"
"557351","occ","","","57731","Cetotherium n. sp. gastaldii","species","68449","recombined as","Eschrichtioides gastaldii","species","68449","Zanclean","Piacenzian","5.333","2.588","18949"
"557357","occ","","","57734","Champsodelphis fuchsii","species","65723","recombined as","Kentriodon fuchsii","species","65723","Sarmatian","","12.7","11.608","15529"
"557553","occ","","","57767","Platyosphys n. sp. einori","species","69585","","Platyosphys einori","species","69585","Eocene","","56","33.9","15532"
"557585","occ","","","57775","Scaldicetus n. sp. shigensis","species","69619","recombined as","Brygmophyseter shigensis","species","69619","Langhian","","15.97","13.82","15537"
"557592","occ","17976","","52582","Pliopontos littoralis","species","64567","","Pliopontos littoralis","species","64567","Zanclean","","5.333","3.6","16797"
"557595","occ","","","52582","Mesoplodon longirostris","species","64853","","Mesoplodon longirostris","species","64852","Zanclean","","5.333","3.6","6011"
"557596","occ","","","52582","Ziphius cf. cavirostris","species","64703","","Ziphius cavirostris","species","64703","Zanclean","","5.333","3.6","6011"
"557597","occ","17977","","52582","Ninoziphius platyrostris","species","62912","","Ninoziphius platyrostris","species","62912","Zanclean","","5.333","3.6","16797"
"557599","occ","19436","","52582","Herpetocetus sendaicus","species","81557","","Herpetocetus sendaicus","species","64586","Zanclean","","5.333","3.6","18255"
"557600","occ","","","52582","Balaenoptera acutorostrata","species","68469","","Balaenoptera acutorostrata","species","68469","Zanclean","","5.333","3.6","6011"
"557624","occ","","","52183","Liolithax aff. kernensis","species","63840","","Liolithax kernensis","species","63840","Langhian","","15.97","13.82","12691"
"557642","occ","","","57778","Liolithax kernensis ?","species","63840","","Liolithax kernensis","species","63840","Serravallian","","13.82","11.62","12691"
"557656","occ","","","47465","n. gen. Beneziphius n. sp. brevirostris","species","69622","","Beneziphius brevirostris","species","69622","Late Miocene","Late Pliocene","11.608","2.588","15538"
"557659","occ","","","57780","Schizodelphis n. sp. depereti","species","63740","subjective synonym of","Pomatodelphis stenorhynchus","species","69729","Burdigalian","","20.44","15.97","15548"
"557670","occ","15656","","45511","Schizodelphis sulcatus","species","63690","","Schizodelphis sulcatus","species","63687","Burdigalian","","20.44","15.97","12196"
"557671","occ","15657","","48884","Schizodelphis sulcatus","species","63690","","Schizodelphis sulcatus","species","63687","Burdigalian","","20.44","15.97","12196"
"557672","occ","15658","","57784","Schizodelphis sulcatus","species","63690","","Schizodelphis sulcatus","species","63687","Langhian","","15.97","13.82","12196"
"557673","occ","15659","","57785","Schizodelphis sulcatus","species","63690","","Schizodelphis sulcatus","species","63687","Langhian","","15.97","13.82","12196"
"557674","occ","21129","","57785","Schizodelphis sulcatus","species","63690","","Schizodelphis sulcatus","species","63687","Langhian","","15.97","13.82","12196"
"557675","occ","15661","","45506","Schizodelphis barnesi","species","69895","","Schizodelphis barnesi","species","69879","Langhian","","15.97","13.82","12196"
"557676","occ","15662","","45509","Schizodelphis barnesi","species","69895","","Schizodelphis barnesi","species","69879","Langhian","","15.97","13.82","12196"
"557677","occ","15663","","57785","Schizodelphis barnesi","species","69895","","Schizodelphis barnesi","species","69879","Langhian","","15.97","13.82","12196"
"557678","occ","15664","","57784","Schizodelphis barnesi","species","69895","","Schizodelphis barnesi","species","69879","Langhian","","15.97","13.82","12196"
"557679","occ","","","57786","Rhabdosteus hruschkai","species","69880","subjective synonym of","Schizodelphis barnesi","species","69879","Burdigalian","","20.44","15.97","15550"
"557680","occ","15665","","48884","Schizodelphis barnesi","species","69895","","Schizodelphis barnesi","species","69879","Burdigalian","","20.44","15.97","12196"
"557681","occ","15666","","57787","Schizodelphis barnesi","species","69895","","Schizodelphis barnesi","species","69879","Langhian","","15.97","13.82","12196"
"557689","occ","","","57789","Argyrocetus n. sp. joaquinensis","species","69897","","Argyrocetus joaquinensis","species","69897","Chattian","","28.1","23.03","11922"
"557993","occ","","","57912","n. gen. Balaenella n. sp. brachyrhynus","species","69993","","Balaenella brachyrhynus","species","69993","Zanclean","","5.333","3.6","15568"
"558241","occ","","","54136","Pelocetus n. sp. mirabilis","species","70024","","Pelocetus mirabilis","species","70024","Serravallian","Tortonian","13.82","7.246","15322"
"558243","occ","15671","","32916","Basilosaurus cetoides","species","53153","","Basilosaurus cetoides","species","63132","Priabonian","","38","33.9","15585"
"558364","occ","","","57951","Squalodon whitmorei","species","70031","","Squalodon whitmorei","species","70031","Burdigalian","","20.44","15.97","15588"
"558369","occ","15672","","57953","Squalodon n. sp. whitmorei","species","70031","","Squalodon whitmorei","species","70031","Burdigalian","","20.44","15.97","15588"
"558370","occ","","","57959","Squalodon whitmorei","species","70031","","Squalodon whitmorei","species","70031","Burdigalian","","20.44","15.97","15588"
"558390","occ","","","57960","Squalodon whitmorei","species","70031","","Squalodon whitmorei","species","70031","Burdigalian","","20.44","15.97","15588"
"559104","occ","","","58109","Phocaena n. sp. crassidens","species","64543","recombined as","Pseudorca crassidens","species","64543","Late Pleistocene","","0.126","0.0117","12774"
"559593","occ","","","58148","n. gen. Doliodelphis n. sp. littlei","species","64558","subjective synonym of","Argyrocetus joaquinensis","species","69897","Chattian","","28.1","23.03","12749"
"559594","occ","","","58148","n. gen. Macrodelphinus n. sp. kelloggi","species","64557","","Macrodelphinus kelloggi","species","64557","Chattian","","28.1","23.03","12749"
"559595","occ","","","58148","n. gen. Miodelphis n. sp. californicus","species","64563","","Miodelphis californicus","species","64563","Chattian","","28.1","23.03","12749"
"559596","occ","","","58148","Eurhinodelphis n. sp. extensus","species","64564","subjective synonym of","Argyrocetus joaquinensis","species","69897","Chattian","","28.1","23.03","12749"
"559598","occ","","","58148","n. gen. Allodelphis n. sp. pratti","species","64559","","Allodelphis pratti","species","64559","Chattian","","28.1","23.03","12749"
"560683","occ","","","45497","Balaena n. sp. forsythmajori","species","70678","","Balaena forsythmajori","species","70678","Zanclean","","5.333","3.6","13332"
"560684","occ","20153","","58418","Tursiops cortesii","species","63826","recombined as","Hemisyntrachelus cortesii","species","64535","Pliocene","","5.333","2.588","13332"
"560687","occ","","","58419","Monodon monoceros","species","64546","","Monodon monoceros","species","64546","Middle Pleistocene","","0.781","0.126","16564"
"560688","occ","","","58420","Delphinapterus leucas","species","65078","","Delphinapterus leucas","species","64545","Early Pleistocene","","2.588","0.781","16564"
"564437","occ","","","58914","n. gen. Mediocris n. sp. commenticius","species","71649","recombined as","Sophianacetus commenticius","species","71649","Serravallian","","13.82","11.62","16675"
"564736","occ","","","19703","Balaenoptera davidsonii","species","68435","","Balaenoptera davidsonii","species","68434","Piacenzian","","3.6","2.588","1360"
"564740","occ","","","19703","Parapontoporia sternbergi","species","67005","","Parapontoporia sternbergi","species","67003","Piacenzian","","3.6","2.588","1360"
"564758","occ","","","58986","Balaena n. sp. ricei","species","71868","","Balaena ricei","species","71868","Zanclean","","5.333","3.6","16735"
"565015","occ","","","53889","Protophocaena minima","species","64664","","Protophocaena minima","species","64664","Late Miocene","","11.608","5.333","16749"
"565161","occ","","","34521","n. gen. Graamocetus n. sp. longicollis","species","71953","","Graamocetus longicollis","species","71953","Tortonian","","11.62","7.246","16759"
"565356","occ","","","46083","Piscolithax longirostris","species","64568","","Piscolithax longirostris","species","64568","Messinian","","7.246","5.333","16797"
"565915","occ","","","57734","n. gen. Sarmatodelphis n. sp. moldavicus","species","63856","","Sarmatodelphis moldavicus","species","63856","Sarmatian","","12.7","11.608","12301"
"566083","occ","","","59280","Squalodon gastaldii","species","68324","recombined as","Neosqualodon gastaldii","species","68324","Early Miocene","","23.03","15.97","16965"
"566088","occ","","","47125","Squalodon antverpiensis","species","63420","","Squalodon antverpiensis","species","63420","Burdigalian","Messinian","20.44","5.333","16967"
"566089","occ","","","47125","Phocodon scillae","species","72077","subjective synonym of","Squalodon melitensis","species","68335","Burdigalian","Messinian","20.44","5.333","16967"
"571642","occ","","","53679","n. gen. Archaeoziphius n. sp. microglenoideus","species","80624","","Archaeoziphius microglenoideus","species","80624","Langhian","Serravallian","15.97","11.62","17221"
"574021","occ","","","60337","n. gen. Cophocetus n. sp. oregonensis","species","64528","","Cophocetus oregonensis","species","64528","Burdigalian","","20.44","15.97","12700"
"574022","occ","","","18929","Cophocetus oregonensis","species","64528","","Cophocetus oregonensis","species","64528","Burdigalian","","20.44","15.97","12700"
"574024","occ","","","60338","Cophocetus oregonensis","species","64528","","Cophocetus oregonensis","species","64528","Burdigalian","","20.44","15.97","12700"
"574198","occ","","","60376","Orycterocetus crocodilinus","species","68215","","Orycterocetus crocodilinus","species","68215","Serravallian","","13.82","11.62","15352"
"574202","occ","","","18518","Orycterocetus crocodilinus","species","68215","","Orycterocetus crocodilinus","species","68215","Serravallian","","13.82","11.62","15352"
"574203","occ","","","49945","Orycterocetus crocodilinus","species","68215","","Orycterocetus crocodilinus","species","68215","Langhian","","15.97","13.82","15352"
"574204","occ","","","45506","Orycterocetus crocodilinus","species","68215","","Orycterocetus crocodilinus","species","68215","Langhian","","15.97","13.82","15352"
"574205","occ","","","55517","Orycterocetus crocodilinus","species","68215","","Orycterocetus crocodilinus","species","68215","Langhian","","15.97","13.82","15352"
"574407","occ","","","57114","n. gen. Phocageneus n. sp. venustus","species","62956","","Phocageneus venustus","species","62956","Langhian","","15.97","13.82","12636"
"575050","occ","20475","","13403","Masracetus markgrafi","species","118889","","Masracetus markgrafi","species","118889","Priabonian","","38","33.9","26587"
